STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_bt,Business trend indicator,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),s_adj,Seasonal adjustment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2014-12,,117.7,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-01,,94.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-02,,94.7,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-03,,101.0,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-04,,97.3,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-05,,99.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-06,,100.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-07,,100.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-08,,82.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-09,,94.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-10,,100.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-11,,96.7,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2015-12,,117.8,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-01,,91.7,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-02,,98.2,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-03,,103.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-04,,98.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-05,,99.7,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-06,,102.0,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-07,,99.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-08,,84.2,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-09,,94.3,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-10,,99.7,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-11,,99.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2016-12,,119.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-01,,94.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-02,,97.0,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-03,,105.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-04,,96.8,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-05,,102.3,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-06,,104.2,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-07,,98.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-08,,83.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-09,,95.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-10,,99.0,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-11,,100.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2017-12,,118.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-01,,94.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-02,,95.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-03,,104.3,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-04,,95.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-05,,100.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-06,,103.8,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-07,,97.8,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-08,,84.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-09,,92.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-10,,99.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-11,,100.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2018-12,,116.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-01,,93.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-02,,98.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-03,,102.7,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-04,,97.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-05,,99.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-06,,102.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-07,,98.8,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-08,,84.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-09,,92.2,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-10,,99.0,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-11,,99.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2019-12,,114.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-01,,92.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-02,,102.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-03,,91.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-04,,85.2,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-05,,85.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-06,,92.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-07,,93.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-08,,82.2,,,,,
